order_id,items
6152099460,"Grilled Chicken Smoky BBQ Tender, Grilled Chicken Peri Peri Tangdi"
6152129793,"Angara Grilled Paneer (8 pcs), AAC Saucy Fries"
6148497668,"Fried Chicken Classic Tender, Bone in Jamaican Grilled Chicken"
6151075924,"Bone in Jamaican Grilled Chicken, Animal Fries, Harisa Mayo"
6141955190,"Fried Chicken Classic Tender, Bone in Angara Grilled Chicken"
6144240421,"Grilled Chicken Smoky BBQ Tender, Grilled Chicken Jamaican Tender, AAC Special Slaw, Salted Fries"
6149580829,"Bone in Jamaican Grilled Chicken, Bone in Angara Grilled Chicken"
6148946223,"Bone in Kabuli Grilled Chicken, Grilled Chicken Jamaican Tender, Bone in Jamaican Grilled Chicken, Fried Chicken Peri Peri Tender, Grilled Chicken Angara Tender, Fried Chicken Ghostbuster Tender, Grilled Chicken Smoky BBQ Tangdi, Animal Fries"
6149660907,"Bone in Jamaican Grilled Chicken, Bone in Angara Grilled Chicken"
6143011766,Bone in Smoky Bbq Grilled Chicken
6142542206,"Fried Chicken Angara Tender, Fried Chicken Peri Peri Tender"
6143031049,"AAC Signature Fries, Garlic Aioli, Grilled Chicken Peri Peri Tangdi"
6137759430,"Bone in Jamaican Grilled Chicken, Fried Chicken Ghostbuster Tender"
6151542918,Bone in Jamaican Grilled Chicken
6148032286,"Fried Chicken Angara Tender, Animal Fries"
6151184755,"Bone in Jamaican Grilled Chicken, Bone in Peri Peri Grilled Chicken"
6151212614,"Bone in Jamaican Grilled Chicken, Bone in Smoky Bbq Grilled Chicken"
6150530192,"Grilled Chicken Angara Tender, Grilled Chicken Jamaican Tender, Angara Aloo Tuk Tuki, Salted Krispers"
6147280588,"Bone in Jamaican Grilled Chicken, Bone in Peri Peri Grilled Chicken"
6129754839,"Bone in Kabuli Grilled Chicken, Fried Chicken Angara Tender"
6150206967,Bone in Smoky Bbq Grilled Chicken
6144748788,"Bone in Jamaican Grilled Chicken, Bone in Peri Peri Grilled Chicken"
6143383996,Bone in Smoky Bbq Grilled Chicken
6147356060,Grilled Chicken Smoky BBQ Tender
6139066441,Fried Chicken Peri Peri Tender
6149292474,"Onion Bombs, Angara Aloo Tuk Tuki, Bone in Peri Peri Grilled Chicken"
6147153950,"Grilled Chicken Angara Tender, Grilled Chicken Jamaican Tender, Bone in Peri Peri Grilled Chicken, Grilled Chicken Ghostbuster Tangdi"
6144644656,Grilled Chicken Smoky BBQ Tangdi
6147135501,Bone in Jamaican Grilled Chicken
6145082908,"Angara Rice, AAC Special Slaw"
6138922698,Bone in Jamaican Grilled Chicken
6148352067,Bone in Jamaican Grilled Chicken
6148109643,Grilled Chicken Angara Tender
6146307177,Fried Chicken Peri Peri Tenders + Peri Peri Fries
6147558212,"Bone in Kabuli Grilled Chicken, Bone in Jamaican Grilled Chicken"
6147098530,Animal Fries
6145603662,Grilled Chicken Jamaican Tender
6145559363,Animal Fries
6146040255,"AAC Signature Krispers, Fried Chicken Angara Tender, Animal Fries"
6141867628,Bone in Peri Peri Grilled Chicken
6142740721,Grilled Chicken Jamaican Tender
6144695178,Bone in Jamaican Grilled Chicken
6144219290,"Grilled Chicken Jamaican Tangdi, Bone in Peri Peri Grilled Chicken"
6147231368,"Grilled Chicken Jamaican Tender, Salted Fries"
6141422662,Bone in Angara Grilled Chicken
6143080225,Animal Fries
6143624024,Bone in Jamaican Grilled Chicken
6136204115,Bone in Jamaican Grilled Chicken
6131947787,"Onion Bombs, Fried Chicken Peri Peri Tender"
6124801607,"Grilled Chicken Angara Tender, Peri Peri Krispers, Fried Chicken Peri Peri Tender"
6144790441,Bone in Jamaican Grilled Chicken
6130866834,"Grilled Chicken Angara Tender, Bone in Jamaican Grilled Chicken"
6134999782,Bone in Jamaican Grilled Chicken
6143338997,Fried Chicken Classic Tender
6139838375,"Bone in Jamaican Grilled Chicken, Bone in Peri Peri Grilled Chicken"
6139795100,Grilled Chicken Jamaican Tender
6143057628,"Grilled Chicken Jamaican Tender, Bone in Peri Peri Grilled Chicken"
6139878163,"Fried Chicken Classic Tender, Fried Chicken Angara Tender, Salted Krispers"
6135961731,"Grilled Chicken Jamaican Tender, AAC Signature Krispers, Grilled Chicken Smoky BBQ Tangdi"
6128955784,"Bone in Jamaican Grilled Chicken, Tipsy Tiger Ginger Ale, Indian Pico De-Gallo"
6138152630,Grilled Chicken Peri Peri Tangdi
6141450696,AAC Saucy Fries
6168736994,"Chilli Cheese Garlic Bread, Herbed Potato"
6170903653,Bageecha Pizza
6170009130,Cheesy Garlic Bread
6170168184,"All About Chicken Pizza, Chilli Cheese Garlic Bread, Bageecha Pizza"
6151451438,All About Chicken Pizza
6159343792,Masala Paneer Pide
6170217857,Grilled Tangdis
6169828720,"Mushroom Pizza, Indian Masala Fries, Bageecha Pizza"
6158730663,Murgh Amritsari Garlic Bread
6168584321,"Murgh Amritsari Seekh Melt, Jamaican Chicken Melt"
6161290353,Peri Peri Paneer Pizza
6169133439,Chilli Cheese Garlic Bread
6160640802,"Indian Masala Fries, Chilli Cheese Garlic Bread"
6169062392,Bageecha Pizza
6161292989,All About Chicken Pizza
6163530459,"Masala Paneer Pide, Chilli Cheese Garlic Bread"
6165257699,Margherita Pizza
6158682689,Jamaican Chicken Melt
6168111876,"Tripple Cheese Pizza, Makhani Paneer Pizza"
