pollution_time_utc,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2024-09-01 00:00:00,4,907.9,0.12,26.73,16.99,22.65,55.62,69.8,5.64
2024-09-01 01:00:00,4,1108.17,1.98,33.59,6.97,28.37,64.29,82.57,7.79
2024-09-01 02:00:00,5,1575.47,15.2,35.99,4.96,38.15,83.51,111.33,12.67
2024-09-01 03:00:00,5,1922.61,28.16,38.39,13.95,46.73,97.97,132.27,16.72
2024-09-01 04:00:00,5,1615.52,14.31,47.98,37.55,57.7,95.38,122.27,16.97
2024-09-01 05:00:00,5,1602.17,9.16,54.15,66.52,70.57,113.09,139.61,17.99
2024-09-01 06:00:00,5,1708.98,5.76,62.38,101.57,90.6,143.13,171.68,19.25
2024-09-01 07:00:00,5,1361.85,2.04,48.67,150.2,75.34,128.1,149.08,13.68
2024-09-01 08:00:00,5,1308.44,1.15,50.04,147.34,69.62,116.45,134.37,12.54
2024-09-01 09:00:00,5,1441.96,0.43,64.43,128.75,77.25,118.51,136.9,13.68
2024-09-01 10:00:00,5,1508.71,0.0,67.86,103.0,82.02,114.86,132.79,14.06
2024-09-01 11:00:00,5,1508.71,0.0,67.17,88.69,82.97,109.05,125.81,13.3
2024-09-01 12:00:00,5,1482.01,0.0,65.8,82.25,83.92,106.24,121.34,11.27
2024-09-01 13:00:00,5,2189.64,0.08,105.56,38.62,97.27,144.87,171.59,16.47
2024-09-01 14:00:00,5,3364.56,10.84,148.06,1.21,109.67,220.66,269.27,23.56
2024-09-01 15:00:00,5,4325.87,29.06,154.91,0.0,108.72,293.75,359.14,25.08
2024-09-01 16:00:00,5,4539.49,31.74,148.06,0.0,96.32,324.06,393.15,21.53
2024-09-01 17:00:00,5,3952.03,22.35,119.27,0.0,74.39,291.9,351.63,15.07
2024-09-01 18:00:00,5,2910.61,9.05,85.0,0.57,46.73,223.64,265.18,10.13
2024-09-01 19:00:00,5,1588.82,0.06,45.93,21.28,30.52,130.59,146.95,7.16
2024-09-01 20:00:00,5,1241.68,0.03,33.59,22.17,28.37,101.27,111.8,6.78
2024-09-01 21:00:00,5,1134.87,0.04,29.82,20.92,29.56,95.48,104.84,6.46
2024-09-01 22:00:00,5,1094.82,0.05,29.47,20.03,31.47,94.08,102.98,6.46
2024-09-01 23:00:00,5,1094.82,0.09,30.16,17.7,33.86,91.07,99.5,6.46
2024-09-02 00:00:00,5,1121.52,0.29,32.9,13.05,36.72,86.94,95.49,6.71
2024-09-02 01:00:00,5,1268.39,3.1,38.73,4.34,44.82,90.92,101.67,8.11
2024-09-02 02:00:00,5,1655.58,17.21,41.47,0.08,56.27,107.5,124.31,11.4
2024-09-02 03:00:00,5,2029.42,35.32,43.53,0.06,68.66,119.7,140.93,14.19
2024-09-02 04:00:00,5,2056.12,40.23,45.24,0.73,78.2,113.07,135.23,14.95
2024-09-02 05:00:00,5,1842.5,35.76,47.98,0.87,89.65,93.86,113.69,13.43
2024-09-02 06:00:00,4,1588.82,31.74,51.41,0.75,104.9,74.44,89.84,11.02
2024-09-02 07:00:00,4,1628.88,35.32,52.78,1.11,117.3,71.27,85.98,10.64
2024-09-02 08:00:00,5,2056.12,44.26,51.41,0.12,111.58,86.61,106.2,13.05
2024-09-02 09:00:00,5,2349.85,46.04,54.84,0.1,105.86,96.47,120.25,15.33
2024-09-02 10:00:00,5,2723.69,53.2,63.06,2.57,102.04,115.76,146.07,20.52
2024-09-02 11:00:00,5,3417.97,69.74,83.63,5.59,113.49,154.56,194.66,27.36
2024-09-02 12:00:00,5,4272.46,91.2,108.3,4.16,133.51,202.31,253.14,35.46
2024-09-02 13:00:00,5,4646.3,94.77,116.53,0.68,141.14,233.83,295.37,40.02
2024-09-02 14:00:00,5,4272.46,72.42,102.82,0.0,120.16,232.09,298.28,33.44
2024-09-02 15:00:00,5,3471.37,44.26,89.11,0.0,99.18,193.32,252.52,24.32
2024-09-02 16:00:00,5,2429.96,19.89,70.6,0.03,75.34,129.92,174.67,17.73
2024-09-02 17:00:00,5,2002.72,12.41,55.52,0.13,56.74,103.46,144.02,15.58
2024-09-02 18:00:00,5,1695.63,8.27,49.35,0.43,46.73,89.41,124.84,12.29
2024-09-02 19:00:00,4,1375.2,3.97,45.24,1.54,39.1,72.39,99.44,8.61
2024-09-02 20:00:00,4,1148.22,1.37,39.41,4.52,34.81,61.94,83.64,7.54
2024-09-02 21:00:00,4,1028.06,0.61,33.59,7.51,31.95,55.32,73.98,7.22
2024-09-02 22:00:00,4,974.66,0.61,31.53,7.51,31.95,52.16,68.73,7.09
2024-09-02 23:00:00,3,934.6,0.76,30.85,6.71,32.9,49.4,63.29,6.65
2024-09-03 00:00:00,3,907.9,0.87,31.53,6.79,34.33,47.69,59.01,6.14
2024-09-03 01:00:00,4,947.95,1.41,35.99,6.71,41.01,53.91,65.46,6.84
2024-09-03 02:00:00,4,1134.87,6.71,42.16,5.41,50.54,64.65,80.05,9.63
2024-09-03 03:00:00,4,1241.68,13.63,45.24,9.03,59.6,67.34,84.6,11.65
2024-09-03 04:00:00,4,1121.52,8.27,54.84,11.09,68.66,60.28,73.93,10.39
2024-09-03 05:00:00,4,1001.36,4.81,60.32,12.34,75.34,55.28,66.61,9.75
2024-09-03 06:00:00,4,921.25,3.24,63.06,10.82,80.11,50.85,60.66,9.37
2024-09-03 07:00:00,3,961.3,4.47,61.01,14.84,79.15,49.05,58.16,9.63
2024-09-03 08:00:00,4,1081.47,5.2,60.32,17.88,72.48,50.84,60.42,10.01
2024-09-03 09:00:00,3,1121.52,5.64,61.01,20.38,70.57,49.7,59.28,9.25
2024-09-03 10:00:00,4,1188.28,6.76,65.8,15.91,74.39,52.01,62.05,8.99
2024-09-03 11:00:00,4,1295.09,9.16,75.4,8.23,85.83,57.72,68.81,8.87
2024-09-03 12:00:00,4,1428.6,15.65,82.94,2.08,99.18,64.91,77.29,8.87
2024-09-03 13:00:00,5,1708.98,24.59,85.0,0.16,105.86,79.56,98.69,11.65
2024-09-03 14:00:00,5,2136.23,30.85,79.51,0.0,99.18,104.91,136.15,16.09
2024-09-03 15:00:00,5,2483.37,34.42,73.34,0.0,90.6,130.89,173.32,18.75
2024-09-03 16:00:00,5,2483.37,29.06,65.12,0.0,73.43,134.7,182.25,18.24
2024-09-03 17:00:00,5,2189.64,20.12,57.58,0.01,56.27,120.04,164.79,16.09
2024-09-03 18:00:00,5,1815.8,12.41,53.47,0.12,44.82,97.73,132.7,12.41
2024-09-03 19:00:00,5,1428.6,5.87,47.98,0.59,36.72,76.52,100.31,8.87
2024-09-03 20:00:00,4,1281.74,3.86,42.5,0.95,33.86,71.53,89.74,7.98
2024-09-03 21:00:00,4,1228.33,3.74,38.04,0.86,33.38,73.0,89.57,7.73
2024-09-03 22:00:00,5,1255.04,5.25,35.64,0.39,38.62,78.6,94.48,7.35
2024-09-03 23:00:00,5,1415.25,10.51,36.33,0.03,49.11,91.6,107.96,7.73
2024-09-04 00:00:00,5,1708.98,21.01,39.41,0.0,61.04,114.68,133.4,8.99
2024-09-04 01:00:00,5,2189.64,38.0,43.53,0.0,74.39,146.74,171.54,12.41
2024-09-04 02:00:00,5,2990.72,68.84,46.61,0.35,93.46,193.34,231.68,19.25
2024-09-04 03:00:00,5,3578.19,97.45,53.47,2.66,113.49,228.71,275.0,24.07
2024-09-04 04:00:00,5,3257.75,82.25,72.66,7.96,129.7,224.91,264.22,22.29
2024-09-04 05:00:00,5,3284.45,64.37,102.82,13.41,146.87,241.55,279.46,21.28
2024-09-04 06:00:00,5,3471.37,53.64,137.09,15.2,171.66,272.48,311.34,20.77
2024-09-04 07:00:00,5,2483.37,20.56,123.38,25.03,127.79,188.02,214.06,13.81
2024-09-04 08:00:00,5,2162.93,9.61,117.9,29.68,113.49,155.42,177.5,12.41
2024-09-04 09:00:00,5,2349.85,7.93,138.46,18.95,129.7,171.05,194.04,12.29
2024-09-04 10:00:00,5,2563.48,5.7,149.43,17.88,141.14,189.07,213.91,12.16
2024-09-04 11:00:00,5,2723.69,5.7,148.06,19.31,135.42,208.34,236.19,12.67
2024-09-04 12:00:00,5,2830.51,6.93,145.32,10.46,125.89,213.06,243.46,13.3
2024-09-04 13:00:00,5,3524.78,30.85,135.72,0.63,110.63,244.57,288.92,20.01
2024-09-04 14:00:00,5,4753.11,67.95,119.27,0.0,100.14,306.13,374.26,26.6
2024-09-04 15:00:00,5,5447.39,81.36,112.41,0.0,86.78,347.12,429.26,25.33
2024-09-04 16:00:00,5,5714.42,78.68,112.41,0.0,74.39,371.46,461.08,24.83
2024-09-04 17:00:00,5,6088.26,84.94,104.19,0.0,68.66,402.26,502.16,27.11
2024-09-04 18:00:00,5,6141.66,92.09,91.85,0.0,61.99,405.64,505.55,25.08
2024-09-04 19:00:00,5,5340.58,80.47,80.88,0.0,49.11,350.64,420.73,17.48
2024-09-04 20:00:00,5,4486.08,60.8,70.6,0.0,42.44,290.44,337.22,14.19
2024-09-04 21:00:00,5,3845.21,46.04,62.38,0.0,40.53,249.77,283.97,12.92
2024-09-04 22:00:00,5,3337.86,36.21,56.89,0.0,41.48,220.44,248.12,12.29
2024-09-04 23:00:00,5,3097.53,33.08,53.47,0.0,44.35,207.72,233.57,12.41
2024-09-05 00:00:00,5,3097.53,36.66,52.09,0.0,50.54,211.12,237.68,13.55
2024-09-05 01:00:00,5,3524.78,52.3,52.78,0.0,62.94,241.05,274.37,18.24
2024-09-05 02:00:00,5,4379.27,84.94,54.15,0.37,80.11,288.01,338.1,25.33
2024-09-05 03:00:00,5,5126.95,116.23,58.26,1.56,92.51,317.53,380.2,28.37
2024-09-05 04:00:00,5,3631.59,76.89,86.37,5.72,137.33,239.15,280.93,21.79
2024-09-05 05:00:00,5,3578.19,68.84,112.41,8.94,165.94,250.62,290.57,22.29
2024-09-05 06:00:00,5,3898.62,67.06,141.2,11.27,188.83,291.55,333.38,23.56
2024-09-05 07:00:00,5,2643.59,17.21,127.49,39.7,125.89,195.84,223.41,14.44
2024-09-05 08:00:00,5,2109.53,3.69,106.93,63.66,98.23,153.14,174.36,11.65
2024-09-05 09:00:00,5,2162.93,1.16,115.16,51.5,111.58,156.35,176.61,11.4
2024-09-05 10:00:00,5,3124.24,13.08,154.91,6.88,150.68,207.93,240.76,21.03
2024-09-05 11:00:00,5,4753.11,71.53,178.22,0.0,209.81,293.65,346.98,40.53
2024-09-05 12:00:00,5,6141.66,143.05,183.7,0.0,244.14,358.05,425.36,54.21
2024-09-05 13:00:00,5,7156.37,193.12,189.19,0.01,270.84,425.35,502.0,65.86
2024-09-05 14:00:00,5,7476.81,193.12,183.7,0.0,263.21,473.81,556.97,68.9
2024-09-05 15:00:00,5,6248.47,128.75,157.65,0.0,194.55,442.94,510.21,44.08
2024-09-05 16:00:00,5,4486.08,45.6,120.64,0.0,100.14,320.9,360.12,16.09
2024-09-05 17:00:00,5,3471.37,20.56,85.68,0.03,58.65,225.19,258.78,13.68
2024-09-05 18:00:00,5,2643.59,10.84,64.43,0.24,42.44,155.38,182.21,11.4
2024-09-05 19:00:00,5,1976.01,4.47,51.41,1.32,32.9,110.14,130.47,8.99
2024-09-05 20:00:00,5,1695.63,2.46,44.55,2.3,31.47,96.51,115.45,9.37
2024-09-05 21:00:00,5,1642.23,2.57,43.53,1.97,34.33,96.91,116.55,10.51
2024-09-05 22:00:00,5,1668.93,4.25,43.53,0.78,41.48,101.35,120.75,10.89
2024-09-05 23:00:00,5,1668.93,6.43,40.78,0.3,48.16,104.55,122.55,10.39
2024-09-06 00:00:00,5,1682.28,9.39,37.01,0.11,52.93,109.04,125.86,10.01
2024-09-06 01:00:00,5,1842.5,17.21,35.3,0.02,63.9,118.42,137.55,11.53
2024-09-06 02:00:00,5,2243.04,33.08,37.36,0.17,74.39,130.15,154.87,14.69
2024-09-06 03:00:00,5,2403.26,42.47,41.47,1.42,79.15,118.75,143.7,15.33
2024-09-06 04:00:00,5,1842.5,28.16,49.35,3.08,82.02,78.42,94.98,11.78
2024-09-06 05:00:00,4,1575.47,20.56,56.21,4.47,86.78,59.54,73.3,10.64
2024-09-06 06:00:00,4,1455.31,15.42,63.06,5.19,92.51,51.48,63.16,9.5
2024-09-06 07:00:00,3,1241.68,6.37,64.43,15.91,81.06,40.14,48.78,7.6
2024-09-06 08:00:00,3,1161.58,1.79,65.8,27.18,77.25,37.45,45.28,7.22
2024-09-06 09:00:00,3,1174.93,1.02,69.92,30.76,84.88,40.36,48.31,7.54
2024-09-06 10:00:00,4,1628.88,6.37,91.85,10.01,109.67,61.22,75.11,12.16
2024-09-06 11:00:00,5,2510.07,35.32,102.82,0.78,133.51,97.15,121.19,18.49
2024-09-06 12:00:00,5,3311.16,71.53,101.45,0.19,146.87,127.12,159.3,23.05
2024-09-06 13:00:00,5,3791.81,91.2,97.33,0.02,139.24,153.66,194.22,27.87
2024-09-06 14:00:00,5,4112.24,88.51,91.85,0.0,118.26,180.46,230.34,29.64
2024-09-06 15:00:00,5,4272.46,81.36,85.68,0.0,103.0,200.65,255.66,26.6
2024-09-06 16:00:00,5,4112.24,65.27,78.83,0.0,83.92,200.48,260.15,24.07
2024-09-06 17:00:00,5,4112.24,59.01,71.29,0.0,71.53,207.14,277.06,25.08
2024-09-06 18:00:00,5,4058.84,59.01,65.12,0.0,61.04,207.51,276.49,22.29
2024-09-06 19:00:00,5,3631.59,52.3,57.58,0.0,48.16,184.53,236.76,15.58
2024-09-06 20:00:00,5,3124.24,38.44,51.41,0.0,38.62,163.73,204.32,12.03
2024-09-06 21:00:00,5,2750.4,27.49,45.24,0.0,34.33,153.88,187.95,10.89
2024-09-06 22:00:00,5,2563.48,21.9,39.07,0.0,37.67,152.3,180.08,10.51
2024-09-06 23:00:00,5,2483.37,21.01,34.96,0.0,43.39,152.15,175.97,11.4
2024-09-07 00:00:00,5,2429.96,21.9,32.9,0.0,47.68,149.6,171.56,13.93
2024-09-07 01:00:00,5,2670.29,30.4,32.9,0.0,55.31,158.71,185.55,20.52
2024-09-07 02:00:00,5,3524.78,59.01,34.96,0.01,65.8,196.64,240.02,27.36
2024-09-07 03:00:00,5,3845.21,77.78,39.41,0.08,74.39,205.01,251.18,25.59
2024-09-07 04:00:00,5,2937.32,55.43,46.61,0.24,90.6,152.01,181.87,18.24
2024-09-07 05:00:00,5,2643.59,51.41,50.72,0.28,103.0,130.42,156.79,16.72
2024-09-07 06:00:00,5,2429.96,49.62,54.15,0.34,114.44,113.91,137.26,15.33
2024-09-07 07:00:00,5,1976.01,40.23,61.69,1.12,116.35,85.38,101.28,9.88
2024-09-07 08:00:00,4,1695.63,29.5,67.86,0.88,103.0,70.9,82.84,7.79
2024-09-07 09:00:00,4,1615.52,24.81,72.66,0.93,95.37,66.35,77.36,7.92
2024-09-07 10:00:00,5,2162.93,46.04,70.6,3.04,94.41,90.35,109.53,13.93
2024-09-07 11:00:00,5,3337.86,92.98,75.4,0.77,109.67,142.82,176.94,24.57
2024-09-07 12:00:00,5,4432.68,143.05,91.85,0.15,148.77,194.03,239.32,38.0
2024-09-07 13:00:00,5,5180.36,168.09,113.79,0.04,190.73,242.2,297.73,50.16
2024-09-07 14:00:00,5,6034.85,184.18,113.79,0.0,190.73,311.78,386.4,58.77
2024-09-07 15:00:00,5,6942.75,205.64,104.19,0.0,167.85,386.82,481.0,54.72
2024-09-07 16:00:00,5,7049.56,198.48,89.11,0.0,127.79,409.56,515.86,39.01
2024-09-07 17:00:00,5,6782.53,177.03,73.34,0.0,99.18,396.37,511.97,31.66
2024-09-07 18:00:00,5,6248.47,155.57,59.63,0.0,75.34,363.82,477.54,24.32
2024-09-07 19:00:00,5,5447.39,132.32,49.35,0.0,53.41,312.53,411.35,16.47
2024-09-07 20:00:00,5,4753.11,108.18,41.81,0.0,42.92,273.86,359.64,14.44
2024-09-07 21:00:00,5,4219.06,87.62,36.67,0.0,37.19,244.76,317.5,13.93
2024-09-07 22:00:00,5,4005.43,77.78,32.9,0.0,37.19,236.21,294.05,13.68
2024-09-07 23:00:00,5,3845.21,71.53,30.16,0.0,39.1,233.67,278.94,13.17
2024-09-08 00:00:00,5,3738.4,64.37,28.1,0.0,42.44,229.79,262.94,13.17
2024-09-08 01:00:00,5,3791.81,62.58,27.76,0.0,47.21,235.48,266.29,16.72
2024-09-08 02:00:00,5,4592.9,84.94,29.47,0.06,57.22,272.4,320.91,23.56
2024-09-08 03:00:00,5,5340.58,113.55,34.62,0.47,64.85,301.22,366.51,26.85
2024-09-08 04:00:00,5,2563.48,35.76,78.83,10.19,125.89,177.83,203.06,9.5
2024-09-08 05:00:00,5,2136.23,29.95,91.85,23.6,154.5,155.38,175.73,7.28
2024-09-08 06:00:00,5,2029.42,29.95,102.82,38.62,181.2,165.88,186.01,5.26
2024-09-08 07:00:00,5,1668.93,15.2,91.85,67.95,148.77,141.56,157.02,3.23
2024-09-08 08:00:00,5,1508.71,5.92,83.63,82.97,121.12,123.12,135.91,3.07
2024-09-08 09:00:00,5,1548.77,1.87,91.85,76.53,120.16,124.46,137.38,3.48
2024-09-08 10:00:00,5,1842.5,0.01,101.45,44.7,123.98,132.26,148.21,6.97
2024-09-08 11:00:00,5,2269.74,1.09,112.41,12.7,121.12,143.34,163.49,10.51
2024-09-08 12:00:00,5,2563.48,10.39,106.93,0.87,103.0,144.13,166.58,11.4
2024-09-08 13:00:00,5,2857.21,23.92,90.48,0.11,77.25,144.95,175.76,13.93
2024-09-08 14:00:00,5,3284.45,36.21,78.14,0.0,66.76,163.76,210.87,18.24
2024-09-08 15:00:00,5,3685.0,45.15,70.6,0.0,64.85,189.82,252.32,21.28
2024-09-08 16:00:00,5,4379.27,62.58,65.8,0.0,68.66,238.69,317.99,24.83
2024-09-08 17:00:00,5,5393.98,88.51,61.01,0.0,74.39,309.78,409.61,30.4
2024-09-08 18:00:00,5,5821.23,107.29,56.21,0.0,76.29,347.44,455.68,32.93
2024-09-08 19:00:00,5,5554.2,109.08,53.47,0.0,69.62,337.67,436.64,29.13
2024-09-08 20:00:00,5,5287.17,104.61,48.67,0.0,61.99,334.26,415.54,22.8
2024-09-08 21:00:00,5,5020.14,94.77,45.93,0.0,55.79,329.05,391.69,16.72
2024-09-08 22:00:00,5,4165.65,64.37,44.55,0.0,48.16,282.91,321.74,11.53
2024-09-08 23:00:00,5,3204.35,35.76,42.5,0.0,40.53,227.06,251.86,8.99
2024-09-09 00:00:00,5,2590.18,22.13,39.07,0.0,37.19,189.86,210.44,8.36
2024-09-10 01:00:00,5,2296.45,22.13,34.96,0.0,52.93,172.56,190.54,10.13
2024-09-10 02:00:00,5,2670.29,37.55,38.39,0.16,72.48,182.27,206.77,14.19
2024-09-10 03:00:00,5,3124.24,61.69,42.84,0.48,94.41,202.75,232.17,17.73
2024-09-10 04:00:00,5,2990.72,65.27,49.35,0.25,107.77,196.89,224.23,17.48
2024-09-10 05:00:00,5,3044.13,74.21,54.15,0.16,127.79,203.0,231.53,20.01
2024-09-10 06:00:00,5,3311.16,92.98,58.26,0.13,160.22,216.95,247.82,22.04
2024-09-10 07:00:00,5,2750.4,82.25,67.86,2.68,167.85,178.63,203.9,14.69
2024-09-10 08:00:00,5,2296.45,64.37,87.05,11.0,169.75,152.44,173.52,10.01
2024-09-10 09:00:00,5,2216.34,58.11,113.79,22.35,196.46,159.45,180.99,8.11
2024-09-10 10:00:00,5,2536.77,56.33,142.57,21.99,219.35,191.33,217.77,10.77
2024-09-10 11:00:00,5,3044.13,63.48,160.4,8.85,234.6,221.11,252.89,14.57
2024-09-10 12:00:00,5,3257.75,73.31,154.91,1.3,232.7,221.25,253.93,14.69
2024-09-10 13:00:00,5,3738.4,85.83,126.12,0.05,171.66,222.4,265.29,18.75
2024-09-10 14:00:00,5,4966.74,109.08,101.45,0.0,129.7,279.04,348.95,28.88
2024-09-10 15:00:00,5,6195.07,134.11,89.11,0.0,125.89,360.59,456.59,39.52
2024-09-10 16:00:00,5,6942.75,146.63,85.0,0.0,127.79,422.55,540.93,47.62
2024-09-10 17:00:00,5,7263.18,144.84,79.51,0.0,119.21,450.04,584.25,46.61
2024-09-10 18:00:00,5,7049.56,135.9,71.29,0.0,98.23,437.19,569.54,36.98
2024-09-10 19:00:00,5,6248.47,119.81,62.38,0.0,74.39,392.26,510.64,24.32
2024-09-10 20:00:00,5,5874.63,111.76,55.52,0.0,65.8,374.79,485.74,21.53
2024-09-10 21:00:00,5,5767.82,109.97,50.04,0.0,63.9,381.47,479.39,21.28
2024-09-10 22:00:00,5,5981.45,114.44,46.61,0.0,66.76,412.46,499.22,20.27
2024-09-10 23:00:00,5,6301.88,118.02,43.87,0.0,67.71,455.29,526.23,16.72
2024-09-11 00:00:00,5,6515.5,116.23,42.84,0.0,70.57,487.74,540.5,13.81
2024-09-11 01:00:00,5,6301.88,102.82,40.78,0.0,87.74,462.81,501.55,14.57
2024-09-11 02:00:00,5,5928.04,101.92,37.01,0.02,102.04,386.89,432.11,17.99
2024-09-11 03:00:00,5,5287.17,104.61,35.3,0.19,93.46,277.83,327.23,17.73
2024-09-11 04:00:00,4,1522.06,15.42,54.84,4.6,82.97,63.3,76.12,6.52
2024-09-11 05:00:00,3,1134.87,9.61,59.63,5.41,95.37,41.37,52.23,7.03
2024-09-11 06:00:00,3,1134.87,15.87,67.17,1.94,122.07,44.11,55.56,7.79
2024-09-11 07:00:00,4,1228.33,30.4,66.49,8.94,150.68,53.24,65.53,8.36
2024-09-11 08:00:00,4,1388.55,36.66,87.05,6.88,186.92,70.07,83.99,8.23
2024-09-11 09:00:00,5,1441.96,27.27,109.67,8.85,205.99,83.97,98.33,6.78
2024-09-11 10:00:00,5,1455.31,14.75,113.79,8.85,175.48,90.07,104.66,6.97
2024-09-11 11:00:00,5,1602.17,12.96,112.41,5.23,150.68,95.01,111.11,8.61
2024-09-11 12:00:00,5,1815.8,18.33,112.41,1.54,137.33,99.61,117.81,10.64
2024-09-11 13:00:00,5,2216.34,26.38,108.3,0.28,122.07,112.52,136.54,14.69
2024-09-11 14:00:00,5,2803.8,34.87,101.45,0.0,104.9,141.74,177.18,19.25
2024-09-11 15:00:00,5,3257.75,40.23,97.33,0.0,93.46,171.8,217.49,20.27
2024-09-11 16:00:00,5,3524.78,41.57,91.85,0.0,82.97,192.23,245.38,20.01
2024-09-11 17:00:00,5,4112.24,50.96,87.05,0.0,83.92,232.53,295.0,21.53
2024-09-11 18:00:00,5,4646.3,59.9,82.25,0.0,82.97,281.23,346.5,19.25
2024-09-11 19:00:00,5,4592.9,54.99,78.14,0.0,70.57,299.18,357.47,12.16
2024-09-11 20:00:00,5,3952.03,35.76,74.71,0.0,55.79,270.72,319.22,7.22
2024-09-11 21:00:00,5,2750.4,11.06,68.55,1.08,41.01,185.64,219.69,4.88
2024-09-11 22:00:00,5,1415.25,0.06,42.16,21.64,32.9,82.14,97.54,3.77
2024-09-11 23:00:00,3,934.6,0.0,27.08,32.54,30.52,42.71,51.12,3.64
2024-09-12 00:00:00,3,807.76,0.01,23.65,33.97,30.52,32.44,38.34,3.74
2024-09-12 01:00:00,3,854.49,0.02,25.02,32.19,30.99,32.41,38.36,4.18
2024-09-12 02:00:00,3,1094.82,0.38,34.96,19.31,40.05,44.2,53.18,5.83
2024-09-12 03:00:00,4,1241.68,3.13,42.5,6.26,51.02,54.42,65.38,6.78
2024-09-12 04:00:00,3,1188.28,7.26,40.78,3.4,61.99,46.99,57.72,6.65
2024-09-12 05:00:00,3,1041.41,7.71,38.04,5.1,60.56,34.08,43.53,6.08
2024-09-12 06:00:00,3,907.9,5.87,36.33,11.27,54.36,28.47,36.28,5.26
2024-09-12 07:00:00,3,867.84,5.59,33.59,24.32,50.07,27.8,34.57,4.81
2024-09-12 08:00:00,3,834.47,2.85,32.56,29.68,45.78,26.44,32.74,4.5
2024-09-12 09:00:00,2,794.41,1.58,30.5,30.76,41.96,23.84,29.85,4.31
2024-09-12 10:00:00,2,781.06,0.84,28.79,28.61,37.67,22.23,27.95,4.02
2024-09-12 11:00:00,2,821.11,0.75,30.5,23.25,34.81,22.9,28.79,4.05
2024-09-12 12:00:00,2,881.2,0.63,33.24,17.7,32.42,23.79,30.03,4.18
2024-09-12 13:00:00,3,934.6,0.43,34.27,15.74,31.95,26.48,34.18,5.0
2024-09-12 14:00:00,3,1014.71,0.56,35.64,13.23,34.33,32.75,43.01,6.21
2024-09-12 15:00:00,3,1081.47,0.77,36.33,10.82,36.72,37.06,49.41,6.97
2024-09-12 16:00:00,3,1081.47,0.87,35.3,9.75,36.72,37.3,50.24,7.09
2024-09-12 17:00:00,3,988.01,0.64,32.56,11.18,33.38,32.95,44.61,6.33
2024-09-12 18:00:00,3,841.14,0.37,28.79,13.95,28.37,25.18,33.58,4.62
2024-09-12 19:00:00,2,694.27,0.17,24.68,17.34,24.8,18.21,23.12,3.1
2024-09-12 20:00:00,2,640.87,0.12,22.62,18.6,23.37,16.74,20.6,2.82
2024-09-12 21:00:00,2,614.17,0.14,22.62,17.34,22.41,16.98,20.52,2.72
2024-09-12 22:00:00,2,614.17,0.28,26.73,13.23,22.89,20.12,23.66,2.72
2024-09-12 23:00:00,2,614.17,0.36,30.5,11.8,27.18,21.62,25.23,2.88
2024-09-13 00:00:00,2,600.81,0.12,24.33,19.13,25.03,16.87,20.32,3.17
2024-09-13 01:00:00,2,640.87,0.13,22.62,20.74,22.17,15.64,21.06,5.13
2024-09-13 02:00:00,2,754.36,0.73,27.08,17.88,23.84,17.71,26.46,8.11
2024-09-13 03:00:00,2,807.76,2.24,27.76,23.6,23.13,18.54,29.16,9.63
2024-09-13 04:00:00,3,781.06,1.59,21.76,59.37,19.55,31.46,52.25,9.25
2024-09-13 05:00:00,4,694.27,0.71,18.68,78.68,20.27,50.46,120.46,9.5
2024-09-13 06:00:00,4,560.76,0.42,16.28,84.4,19.79,57.18,187.16,9.12
2024-09-13 07:00:00,4,507.35,0.43,16.11,89.41,19.31,57.0,195.39,8.61
2024-09-13 08:00:00,4,547.41,0.87,19.88,85.83,21.22,54.68,175.64,9.12
2024-09-13 09:00:00,4,614.17,1.4,23.65,81.54,23.6,54.02,163.4,9.88
2024-09-13 10:00:00,4,734.33,2.43,29.82,72.96,27.66,55.02,144.0,10.89
2024-09-13 11:00:00,4,1028.06,5.42,45.93,56.51,36.24,64.33,142.4,13.81
2024-09-13 12:00:00,5,1441.96,8.38,69.92,30.76,46.73,78.73,160.55,16.97
2024-09-13 13:00:00,5,2056.12,16.09,93.22,3.26,63.9,105.5,198.23,22.04
2024-09-13 14:00:00,5,2563.48,30.4,90.48,0.0,67.71,131.77,237.02,24.32
2024-09-13 15:00:00,5,2590.18,29.06,82.25,0.0,54.84,132.43,238.81,21.03
2024-09-13 16:00:00,5,2323.15,20.12,74.03,0.04,41.01,117.95,212.56,17.48
2024-09-13 17:00:00,5,1842.5,8.38,66.49,1.13,33.38,94.96,174.48,15.2
2024-09-13 18:00:00,4,1214.98,0.82,50.72,13.41,25.75,63.26,122.14,11.65
2024-09-13 19:00:00,3,814.44,0.01,33.93,29.68,18.36,40.66,80.86,8.23
2024-09-13 20:00:00,3,794.41,0.01,30.16,29.33,17.4,39.27,74.7,7.73
2024-09-13 21:00:00,3,974.66,0.1,34.62,19.67,22.17,49.02,87.1,9.88
2024-09-13 22:00:00,4,1121.52,0.19,38.39,14.31,27.42,58.43,98.37,11.02
2024-09-13 23:00:00,3,881.2,0.06,29.47,20.38,22.65,45.23,76.02,6.84
2024-09-14 00:00:00,3,587.46,0.01,20.39,30.4,18.12,27.36,45.81,4.88
2024-09-14 01:00:00,2,507.35,0.01,20.05,36.12,20.27,21.62,35.39,5.57
2024-09-14 02:00:00,3,687.6,0.99,28.79,27.54,26.46,27.87,46.46,7.92
