pollution_time_utc,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2024-10-07 20:00:00,5,7904.05,85.83,183.7,0.0,169.75,565.07,687.3,82.08
2024-10-07 21:00:00,5,6942.75,57.22,169.99,0.0,137.33,531.29,636.4,58.77
2024-10-07 22:00:00,5,6034.85,39.34,145.32,0.0,104.9,508.72,601.14,39.01
2024-10-07 23:00:00,5,5500.79,31.74,130.24,0.0,98.23,502.52,588.71,34.45
2024-10-08 00:00:00,5,5340.58,32.63,123.38,0.0,103.0,505.01,591.21,37.49
2024-10-08 01:00:00,5,5874.63,50.51,124.75,0.0,122.07,544.24,644.28,52.18
2024-10-08 02:00:00,5,7370.0,100.14,122.01,0.34,135.42,628.57,759.31,65.86
2024-10-08 03:00:00,5,8544.92,150.2,123.38,2.35,133.51,683.2,834.51,63.33
2024-10-08 04:00:00,5,6248.47,79.57,154.91,16.63,177.38,590.95,698.26,40.02
2024-10-08 05:00:00,5,5928.04,38.0,202.89,67.23,215.53,631.67,733.35,35.97
2024-10-08 06:00:00,5,6355.29,16.99,224.83,191.69,251.77,762.46,867.44,32.42
2024-10-08 07:00:00,5,2162.93,5.53,84.31,214.58,169.75,308.49,355.94,10.26
2024-10-08 08:00:00,5,1174.93,1.69,31.87,237.46,84.88,171.22,206.59,10.26
2024-10-08 09:00:00,5,974.66,0.98,22.96,240.33,64.85,146.7,180.59,9.75
2024-10-08 10:00:00,5,1401.9,2.04,47.98,194.55,70.57,156.17,198.09,16.21
2024-10-08 11:00:00,5,2296.45,3.44,93.22,125.89,82.02,188.0,244.68,25.84
2024-10-08 12:00:00,5,3204.35,2.88,146.69,47.92,88.69,214.47,285.9,33.44
2024-10-08 13:00:00,5,4325.87,22.8,164.51,1.14,96.32,259.45,351.38,46.1
2024-10-08 14:00:00,5,5554.2,59.9,145.32,0.0,104.9,328.05,450.01,61.3
2024-10-08 15:00:00,5,6408.69,81.36,131.61,0.0,110.63,394.22,541.89,71.94
2024-10-08 16:00:00,5,7156.37,92.98,126.12,0.0,117.3,463.48,627.78,79.04
2024-10-08 17:00:00,5,7797.24,101.03,128.87,0.0,127.79,532.2,702.28,84.1
2024-10-08 18:00:00,5,7904.05,102.82,137.09,0.0,129.7,554.82,714.41,78.02
2024-10-08 19:00:00,5,7049.56,86.72,152.17,0.0,139.24,512.83,648.92,67.89
2024-10-08 20:00:00,5,6355.29,67.95,161.77,0.0,156.4,476.33,593.12,64.34
2024-10-08 21:00:00,5,5874.63,55.43,160.4,0.0,165.94,457.65,564.19,62.32
2024-10-08 22:00:00,5,5767.82,50.51,161.77,0.0,167.85,461.82,565.57,62.82
2024-10-08 23:00:00,5,5661.01,47.39,157.65,0.0,146.87,458.92,562.7,59.28
2024-10-09 00:00:00,5,5233.76,44.26,138.46,0.0,109.67,421.66,517.77,46.61
2024-10-09 01:00:00,5,4966.74,52.3,106.93,0.0,63.9,384.21,472.14,23.81
2024-10-09 02:00:00,5,5554.2,84.94,82.25,0.31,64.85,390.98,490.33,28.37
2024-10-09 03:00:00,5,6141.66,121.59,67.17,2.1,73.43,401.38,516.87,39.52
2024-10-09 04:00:00,5,3898.62,59.01,77.46,15.38,86.78,275.78,361.54,42.05
2024-10-09 05:00:00,5,3150.94,25.7,89.11,57.94,96.32,249.21,328.3,41.54
2024-10-09 06:00:00,5,2723.69,11.29,80.88,135.9,102.04,257.43,333.29,36.98
2024-10-09 07:00:00,5,934.6,2.37,22.28,167.37,43.87,108.59,150.57,14.69
2024-10-09 08:00:00,4,620.84,1.47,13.54,157.36,28.61,73.76,107.93,8.87
2024-10-09 09:00:00,4,574.11,1.47,13.88,145.91,26.94,62.82,95.46,7.54
2024-10-09 10:00:00,4,881.2,3.16,31.19,121.59,39.1,70.7,107.57,12.03
2024-10-09 11:00:00,5,1441.96,4.81,61.01,87.26,54.36,91.73,136.74,18.75
2024-10-09 12:00:00,5,1949.31,2.99,94.59,40.41,62.94,108.71,161.1,24.32
2024-10-09 13:00:00,5,2964.02,19.67,116.53,1.86,74.39,149.59,218.32,35.97
2024-10-09 14:00:00,5,4325.87,58.11,106.93,0.0,88.69,222.64,320.0,52.69
2024-10-09 15:00:00,5,5447.39,81.36,102.82,0.0,100.14,295.83,419.8,64.34
2024-10-09 16:00:00,5,6462.1,101.03,100.08,0.0,106.81,372.26,516.85,71.94
2024-10-09 17:00:00,5,7156.37,118.02,97.33,0.0,103.95,430.03,587.52,72.96
2024-10-09 18:00:00,5,6782.53,119.81,89.11,0.0,82.97,414.57,564.78,57.25
2024-10-09 19:00:00,5,5073.55,88.51,74.03,0.0,52.45,301.81,416.35,33.44
2024-10-09 20:00:00,5,3578.19,54.09,61.01,0.0,38.15,218.45,303.34,24.07
2024-10-09 21:00:00,5,2696.99,32.19,52.09,0.0,33.86,173.9,241.65,20.52
2024-10-09 22:00:00,5,2109.53,18.78,44.55,0.0,31.95,143.51,199.45,19.51
2024-10-09 23:00:00,5,1922.61,15.42,40.78,0.01,32.42,135.55,186.07,19.51
2024-10-10 00:00:00,5,2002.72,19.22,39.41,0.01,36.24,142.84,193.23,21.53
2024-10-10 01:00:00,5,2536.77,35.32,41.47,0.0,47.68,174.34,234.11,30.15
2024-10-10 02:00:00,5,3685.0,69.74,47.98,0.32,66.76,227.94,308.23,48.13
2024-10-10 03:00:00,5,4058.84,85.83,59.63,3.76,79.15,237.01,322.64,53.7
2024-10-10 04:00:00,5,3417.97,55.43,79.51,17.7,89.65,211.37,284.56,49.65
2024-10-10 05:00:00,5,3150.94,29.5,94.59,56.51,98.23,219.1,288.39,46.61
2024-10-10 06:00:00,5,2590.18,11.85,80.88,135.9,98.23,225.05,285.2,39.52
2024-10-10 07:00:00,5,867.84,2.04,20.05,178.81,38.62,86.92,118.83,13.55
2024-10-10 08:00:00,4,587.46,1.33,12.17,161.65,22.89,58.0,88.55,8.11
2024-10-10 09:00:00,4,540.73,1.36,12.51,148.77,21.46,48.93,80.75,7.16
2024-10-10 10:00:00,4,881.2,3.41,31.19,121.59,32.42,57.76,95.21,11.91
2024-10-10 11:00:00,5,1482.01,5.87,62.38,83.68,46.73,77.77,123.48,19.0
2024-10-10 12:00:00,5,2056.12,5.2,98.71,32.54,54.84,94.08,146.77,24.83
2024-10-10 13:00:00,5,3070.83,27.94,113.79,0.56,67.71,132.82,202.25,36.48
2024-10-10 14:00:00,5,4165.65,60.8,101.45,0.0,79.15,190.07,282.05,50.66
2024-10-10 15:00:00,5,4379.27,64.37,90.48,0.0,77.25,219.24,320.95,56.24
2024-10-10 16:00:00,5,4058.84,55.88,82.25,0.0,69.62,213.87,310.42,55.22
2024-10-10 17:00:00,5,3524.78,39.79,76.77,0.0,62.94,191.36,275.64,49.65
2024-10-10 18:00:00,5,2563.48,16.54,69.92,0.61,48.64,139.34,200.77,36.98
2024-10-10 19:00:00,5,1321.79,0.07,46.61,29.68,31.95,75.09,110.18,23.05
2024-10-10 20:00:00,4,1014.71,0.0,32.9,45.06,29.33,61.87,89.47,21.79
2024-10-10 21:00:00,4,961.3,0.0,30.5,43.27,30.28,61.28,87.36,23.56
2024-10-10 22:00:00,4,1028.06,0.01,32.22,34.33,30.52,65.99,93.56,25.33
2024-10-10 23:00:00,5,1201.63,0.08,37.01,22.71,31.95,76.86,108.27,26.35
2024-10-11 00:00:00,5,1441.96,0.99,45.24,10.64,35.29,91.52,127.94,28.12
2024-10-11 01:00:00,5,2002.72,12.74,53.47,1.08,45.78,123.46,171.75,35.46
2024-10-11 02:00:00,5,3097.53,46.04,59.63,0.77,63.9,177.37,246.63,48.13
2024-10-11 03:00:00,5,3685.0,67.95,67.86,6.79,73.43,200.85,279.91,52.18
2024-10-11 04:00:00,5,3631.59,54.09,86.37,22.89,79.15,206.48,284.5,49.65
2024-10-11 05:00:00,5,3685.0,32.19,106.93,66.52,88.69,242.27,323.21,48.13
2024-10-11 06:00:00,5,3257.75,13.41,97.33,154.5,93.46,271.36,346.82,41.54
2024-10-11 07:00:00,5,934.6,2.46,24.33,194.55,47.68,89.93,123.04,13.68
2024-10-11 08:00:00,5,614.17,1.51,14.74,185.97,30.28,59.85,85.4,8.61
2024-10-11 09:00:00,4,574.11,1.48,15.25,177.38,28.37,51.62,74.94,7.92
2024-10-11 10:00:00,4,1148.22,4.75,45.24,137.33,43.39,70.1,101.91,15.07
2024-10-11 11:00:00,5,2296.45,11.4,100.08,75.82,63.9,111.89,160.8,26.35
2024-10-11 12:00:00,5,3391.27,24.59,149.43,15.38,77.25,148.51,212.07,34.96
2024-10-11 13:00:00,5,4539.49,59.9,153.54,0.08,90.6,194.88,276.47,47.12
2024-10-11 14:00:00,5,5393.98,82.25,143.95,0.0,104.9,248.0,352.51,61.81
2024-10-11 15:00:00,5,5607.6,85.83,135.72,0.0,111.58,278.69,399.83,73.97
2024-10-11 16:00:00,5,5233.76,76.89,131.61,0.0,103.95,270.83,391.85,76.0
2024-10-11 17:00:00,5,4646.3,66.16,120.64,0.0,83.92,246.09,356.5,67.89
2024-10-11 18:00:00,5,3791.81,52.3,106.93,0.0,59.6,196.19,283.51,51.17
2024-10-11 19:00:00,5,2590.18,28.61,89.11,0.01,35.29,129.73,186.98,32.93
2024-10-11 20:00:00,5,1842.5,9.05,72.66,0.51,25.03,96.52,138.03,24.57
2024-10-11 21:00:00,5,1562.12,1.62,61.01,5.1,23.84,88.53,124.9,22.8
2024-10-11 22:00:00,5,1482.01,0.45,50.72,9.48,23.84,88.44,123.63,22.29
2024-10-11 23:00:00,5,1535.42,1.96,45.24,3.53,23.37,92.72,127.94,22.04
2024-10-12 00:00:00,5,1628.88,7.15,41.47,0.34,24.08,99.01,134.15,20.52
2024-10-12 01:00:00,5,1976.01,20.34,39.76,0.01,30.04,116.28,157.0,23.56
2024-10-12 02:00:00,5,2803.8,49.17,41.13,0.56,43.39,153.76,209.61,35.97
2024-10-12 03:00:00,5,3471.37,76.0,47.98,4.38,53.41,179.89,247.73,42.05
2024-10-12 04:00:00,5,3204.35,55.43,68.55,18.42,57.22,173.19,236.98,41.04
2024-10-12 05:00:00,5,3364.56,33.97,95.96,55.79,64.85,206.24,273.99,40.53
2024-10-12 06:00:00,5,3471.37,15.65,102.82,143.05,73.43,267.38,338.04,37.49
2024-10-12 07:00:00,5,961.3,2.26,23.65,205.99,44.82,87.5,115.06,12.67
2024-10-12 08:00:00,5,654.22,1.2,13.54,203.13,29.56,65.86,88.31,8.49
2024-10-12 09:00:00,5,620.84,1.15,14.22,200.27,28.85,62.13,83.88,8.11
2024-10-12 10:00:00,5,1174.93,3.58,43.18,160.22,41.01,82.23,112.81,14.82
2024-10-12 11:00:00,5,2243.04,7.49,95.96,97.27,58.17,123.67,171.14,25.08
2024-10-12 12:00:00,5,3364.56,11.4,157.65,26.46,72.48,163.61,226.79,34.96
2024-10-12 13:00:00,5,4486.08,36.66,172.73,0.14,90.6,214.56,295.55,48.13
2024-10-12 14:00:00,5,5340.58,59.01,159.03,0.0,103.0,271.7,371.78,58.26
2024-10-12 15:00:00,5,5928.04,67.06,150.8,0.0,110.63,318.44,433.89,62.82
2024-10-12 16:00:00,5,6408.69,73.31,152.17,0.0,127.79,364.64,489.28,73.97
2024-10-12 17:00:00,5,6782.53,80.47,168.62,0.0,154.5,396.6,526.01,90.18
2024-10-12 18:00:00,5,6355.29,74.21,191.93,0.0,160.22,379.59,498.99,88.16
2024-10-12 19:00:00,5,5126.95,49.17,205.64,0.0,143.05,318.12,411.68,70.93
2024-10-12 20:00:00,5,4058.84,24.81,189.19,0.01,122.07,270.11,343.18,59.78
2024-10-12 21:00:00,5,3257.75,10.51,160.4,0.19,101.09,234.46,294.48,53.2
2024-10-12 22:00:00,5,2670.29,5.03,124.75,0.75,69.62,203.86,255.37,43.57
2024-10-12 23:00:00,5,2269.74,4.08,93.22,1.03,43.87,177.77,222.51,35.46
2024-10-13 00:00:00,5,2056.12,6.37,70.6,0.53,31.47,158.71,199.82,32.17
2024-10-13 01:00:00,5,2296.45,17.66,59.63,0.05,33.38,165.95,212.29,34.45
2024-10-13 02:00:00,5,3257.75,48.73,58.26,0.61,48.16,209.14,274.8,44.58
2024-10-13 03:00:00,5,4272.46,86.72,63.06,4.34,61.99,251.42,334.55,51.17
2024-10-13 04:00:00,5,4005.43,66.16,85.68,17.88,66.76,240.9,320.04,46.61
2024-10-13 05:00:00,5,3898.62,35.32,113.79,57.94,72.48,257.09,335.6,42.56
2024-10-13 06:00:00,5,3631.59,15.42,115.16,144.48,79.15,281.41,355.2,36.98
2024-10-13 07:00:00,5,1068.12,2.85,30.16,188.83,42.44,93.96,122.0,14.19
2024-10-13 08:00:00,5,674.25,1.4,16.62,194.55,30.04,66.03,85.85,9.25
2024-10-13 09:00:00,5,640.87,1.29,18.16,191.69,32.42,62.77,81.4,8.87
2024-10-13 10:00:00,5,1348.5,3.69,55.52,147.34,49.11,89.78,120.04,17.48
2024-10-13 11:00:00,5,2616.88,8.16,120.64,74.39,71.53,141.3,192.27,29.89
2024-10-13 12:00:00,5,4058.84,25.7,178.22,10.64,92.51,197.68,269.59,43.57
2024-10-13 13:00:00,5,5607.6,62.58,197.41,0.05,120.16,272.96,370.48,64.85
2024-10-13 14:00:00,5,6942.75,90.3,202.89,0.0,139.24,361.49,488.58,84.1
2024-10-13 15:00:00,5,7904.05,101.92,200.15,0.0,143.05,434.16,579.7,96.26
2024-10-13 16:00:00,5,7904.05,90.3,186.44,0.0,125.89,445.22,588.98,96.26
2024-10-13 17:00:00,5,7156.37,74.21,156.28,0.0,102.04,403.75,536.82,91.2
2024-10-13 18:00:00,5,5874.63,61.69,124.75,0.0,79.15,338.92,450.01,77.01
2024-10-13 19:00:00,5,4325.87,47.83,101.45,0.0,53.41,256.71,340.9,55.73
2024-10-13 20:00:00,5,3364.56,39.79,89.11,0.0,40.05,203.53,273.37,39.52
2024-10-13 21:00:00,5,2723.69,33.08,78.83,0.0,31.95,164.47,221.94,27.61
2024-10-13 22:00:00,5,2216.34,26.15,64.43,0.0,27.89,134.41,181.95,21.03
2024-10-13 23:00:00,5,1815.8,19.67,47.3,0.01,26.23,112.94,153.18,19.76
2024-10-14 00:00:00,5,1628.88,18.33,35.99,0.01,26.7,104.21,140.59,21.03
2024-10-14 01:00:00,5,2002.72,31.29,32.9,0.01,36.24,123.44,167.14,28.12
2024-10-14 02:00:00,5,3284.45,72.42,37.01,0.48,57.22,185.47,253.38,43.06
2024-10-14 03:00:00,5,4646.3,119.81,48.67,2.59,77.25,247.58,339.47,54.21
2024-10-14 04:00:00,5,4646.3,102.82,79.51,10.28,85.83,252.14,339.5,53.2
2024-10-14 05:00:00,5,4859.92,65.27,135.72,38.98,100.14,290.3,381.21,52.69
2024-10-14 06:00:00,5,4699.71,27.05,163.14,123.02,113.49,336.91,425.01,46.1
2024-10-14 07:00:00,5,1295.09,4.86,44.55,177.38,61.04,103.08,135.23,15.83
2024-10-14 08:00:00,5,761.03,2.1,22.28,188.83,41.48,73.39,99.14,10.51
2024-10-14 09:00:00,5,687.6,1.66,20.56,188.83,40.05,69.84,95.83,10.01
2024-10-14 10:00:00,5,1121.52,3.35,43.87,153.06,53.88,84.46,118.48,16.21
2024-10-14 11:00:00,5,2029.42,6.03,89.11,94.41,72.48,118.56,168.18,26.35
2024-10-14 12:00:00,5,2964.02,8.38,139.83,25.03,83.92,151.04,216.84,35.46
2024-10-14 13:00:00,5,3898.62,33.08,141.2,0.12,93.46,193.43,277.97,47.12
2024-10-14 14:00:00,5,4859.92,62.58,116.53,0.0,104.9,254.97,365.69,61.81
2024-10-14 15:00:00,5,5447.39,75.1,101.45,0.0,110.63,306.3,436.23,69.92
2024-10-14 16:00:00,5,5661.01,73.31,100.08,0.0,113.49,337.75,477.1,71.94
2024-10-14 17:00:00,5,5981.45,76.89,104.19,0.0,116.35,367.25,514.17,73.97
2024-10-14 18:00:00,5,6034.85,79.57,112.41,0.0,113.49,369.33,516.25,69.92
2024-10-14 19:00:00,5,5607.6,68.84,126.12,0.0,101.09,340.76,476.49,59.28
2024-10-14 20:00:00,5,5126.95,54.99,131.61,0.0,82.02,316.37,432.55,49.65
2024-10-14 21:00:00,5,4486.08,42.02,123.38,0.0,61.99,281.57,371.54,41.04
2024-10-14 22:00:00,5,3738.4,29.06,108.3,0.0,45.78,235.71,304.6,34.96
2024-10-14 23:00:00,5,3017.43,20.56,87.74,0.0,36.72,191.02,246.98,33.44
2024-10-15 00:00:00,5,2429.96,17.43,69.23,0.01,32.9,160.22,210.12,34.96
2024-10-15 01:00:00,5,2189.64,18.55,57.58,0.03,36.72,147.8,198.52,37.49
2024-10-15 02:00:00,5,2643.59,38.0,54.15,0.51,49.59,166.9,228.08,45.09
2024-10-15 03:00:00,5,3070.83,58.11,56.21,4.56,59.13,179.8,245.75,47.62
2024-10-15 04:00:00,5,2964.02,47.83,69.92,17.88,65.8,173.73,235.01,43.57
2024-10-15 05:00:00,5,2830.51,28.16,82.25,52.21,76.29,182.59,242.01,40.53
2024-10-15 06:00:00,5,2483.37,11.85,74.03,127.32,83.92,194.18,247.9,35.46
2024-10-15 07:00:00,5,881.2,1.93,20.39,200.27,41.48,88.49,114.64,13.17
2024-10-15 08:00:00,5,614.17,1.27,13.19,185.97,28.37,63.1,83.42,8.99
2024-10-15 09:00:00,4,567.44,1.27,13.88,171.66,26.94,54.32,72.77,8.61
2024-10-15 10:00:00,4,961.3,3.19,34.62,140.19,38.62,66.03,90.41,13.81
2024-10-15 11:00:00,5,1815.8,6.26,77.46,87.98,55.79,95.31,133.42,22.8
2024-10-15 12:00:00,5,2670.29,7.71,128.87,24.68,68.66,124.33,175.48,30.91
2024-10-15 13:00:00,5,3631.59,29.95,143.95,0.14,82.02,165.07,232.4,41.54
2024-10-15 14:00:00,5,4432.68,52.75,132.98,0.0,89.65,216.12,303.47,52.18
2024-10-15 15:00:00,5,4486.08,54.54,117.9,0.0,82.02,235.78,329.93,55.73
2024-10-15 16:00:00,5,3898.62,42.47,105.56,0.0,66.76,213.64,299.76,52.18
2024-10-15 17:00:00,5,3391.27,33.08,91.85,0.0,61.04,193.84,271.58,48.64
2024-10-15 18:00:00,5,2803.8,19.89,80.88,0.08,52.45,161.33,223.86,40.53
2024-10-15 19:00:00,5,1949.31,4.69,69.23,1.99,39.1,114.78,157.87,28.88
2024-10-15 20:00:00,5,1615.52,1.68,56.89,4.83,33.86,97.67,134.83,25.08
2024-10-15 21:00:00,5,1522.06,1.3,51.41,5.59,32.9,94.92,131.61,24.32
2024-10-15 22:00:00,5,1535.42,2.29,48.67,3.26,32.42,98.18,136.38,24.83
2024-10-15 23:00:00,5,1588.82,5.92,45.24,0.74,31.95,103.76,143.59,25.84
2024-10-16 00:00:00,5,1708.98,13.3,41.81,0.06,31.95,112.43,154.7,27.61
2024-10-16 01:00:00,5,2269.74,32.63,41.47,0.0,40.05,142.48,194.52,34.45
2024-10-16 02:00:00,5,3471.37,75.1,45.24,0.8,57.22,201.91,277.23,48.13
2024-10-16 03:00:00,5,4432.68,110.86,56.21,4.74,68.66,240.28,330.26,54.72
2024-10-16 04:00:00,5,3738.4,72.42,81.57,15.02,63.9,209.49,285.28,47.12
2024-10-16 05:00:00,5,3738.4,48.73,109.67,40.05,70.57,223.89,301.2,45.6
2024-10-16 06:00:00,5,3738.4,26.38,128.87,100.14,82.02,259.63,338.92,42.56
2024-10-16 07:00:00,5,1028.06,4.02,34.62,170.23,48.64,91.13,134.16,13.93
2024-10-16 08:00:00,5,694.27,2.15,21.08,180.24,36.72,74.35,116.47,10.01
2024-10-16 09:00:00,5,680.92,1.98,22.62,183.11,38.62,75.91,119.66,10.13
2024-10-16 10:00:00,5,1615.52,5.64,71.29,145.91,61.04,121.21,181.48,22.29
2024-10-16 11:00:00,5,3231.05,11.51,154.91,71.53,87.74,196.82,285.02,38.0
2024-10-16 12:00:00,5,4699.71,36.21,213.86,7.42,103.0,259.5,371.45,51.17
2024-10-16 13:00:00,5,6301.88,93.88,222.09,0.02,129.7,332.29,469.85,72.96
2024-10-16 14:00:00,5,7797.24,132.32,219.35,0.0,160.22,423.62,590.52,95.25
2024-10-16 15:00:00,5,8972.17,155.57,211.12,0.0,181.2,508.7,702.15,110.45
2024-10-16 16:00:00,5,10253.91,180.6,211.12,0.0,207.9,615.35,830.68,124.63
2024-10-16 17:00:00,5,11749.27,209.21,222.09,0.0,244.14,735.46,969.42,149.97
2024-10-16 18:00:00,5,12069.7,212.79,233.05,0.0,263.21,772.63,1014.49,162.12
2024-10-16 19:00:00,5,10787.96,173.45,238.54,0.0,244.14,685.42,908.18,151.99
2024-10-16 20:00:00,5,9506.23,126.96,244.02,0.0,219.35,604.68,800.43,141.86
2024-10-16 21:00:00,5,8438.11,91.2,241.28,0.0,192.64,546.83,713.71,127.67
2024-10-16 22:00:00,5,7370.0,67.06,224.83,0.0,167.85,483.53,627.14,115.51
2024-10-16 23:00:00,5,6568.91,56.33,205.64,0.0,156.4,449.59,582.02,111.46
2024-10-17 00:00:00,5,6462.1,58.11,191.93,0.0,150.68,451.09,583.52,109.43
2024-10-17 01:00:00,5,6942.75,76.89,175.48,0.0,137.33,485.27,629.8,102.34
2024-10-17 02:00:00,5,8117.68,123.38,153.54,0.34,127.79,544.13,711.47,99.3
2024-10-17 03:00:00,5,9292.6,175.24,146.69,3.17,129.7,598.95,783.05,99.3
2024-10-17 04:00:00,5,8010.86,126.96,164.51,14.31,116.35,531.39,688.95,83.09
2024-10-17 05:00:00,5,7476.81,59.9,213.86,61.51,111.58,530.9,681.01,70.93
2024-10-17 06:00:00,5,6835.94,20.34,208.38,191.69,110.63,568.73,711.39,58.26
2024-10-17 07:00:00,5,1441.96,4.69,50.04,188.83,74.39,144.35,201.14,16.09
2024-10-17 08:00:00,5,854.49,2.15,27.08,194.55,47.68,91.77,136.34,10.26
2024-10-17 09:00:00,5,807.76,1.52,25.7,205.99,46.25,90.82,133.05,9.25
2024-10-17 10:00:00,5,1682.28,4.3,72.66,157.36,63.9,125.64,180.55,19.76
2024-10-17 11:00:00,5,3231.05,12.07,150.8,67.95,87.74,185.11,263.77,34.45
2024-10-17 12:00:00,5,4753.11,45.15,197.41,6.44,103.0,233.12,333.19,46.61
2024-10-17 13:00:00,5,6462.1,103.71,202.89,0.02,127.79,305.76,432.84,66.88
2024-10-17 14:00:00,5,8010.86,137.69,202.89,0.0,165.94,411.47,573.47,96.26
2024-10-17 15:00:00,5,8865.36,141.26,200.15,0.0,196.46,501.75,696.58,122.61
2024-10-17 16:00:00,5,9719.85,144.84,200.15,0.0,225.07,595.86,818.16,145.91
2024-10-17 17:00:00,5,11001.59,171.66,205.64,0.0,251.77,714.55,956.87,166.18
2024-10-17 18:00:00,5,11962.89,196.7,211.12,0.0,242.23,773.28,1011.87,156.04
2024-10-17 19:00:00,5,11001.59,185.97,205.64,0.0,179.29,685.1,881.54,109.43
2024-10-17 20:00:00,5,8544.92,137.69,180.96,0.0,111.58,496.93,637.03,68.9
2024-10-17 21:00:00,5,5500.79,79.57,145.32,0.0,62.94,296.95,390.47,47.62
2024-10-17 22:00:00,5,3204.35,39.79,108.3,0.0,37.19,168.98,235.26,39.52
2024-10-17 23:00:00,5,2216.34,23.02,78.83,0.0,29.8,125.01,181.27,35.46
2024-10-18 00:00:00,5,1976.01,19.89,61.01,0.01,30.52,119.04,174.6,31.16
2024-10-18 01:00:00,5,2483.37,35.76,54.15,0.0,40.05,147.75,214.48,33.44
2024-10-18 02:00:00,5,3898.62,82.25,54.15,0.25,61.99,217.85,310.66,49.14
2024-10-18 03:00:00,5,5126.95,128.75,63.06,2.5,81.06,277.66,389.33,59.78
2024-10-18 04:00:00,5,4592.9,95.67,89.11,11.62,87.74,252.18,352.91,52.69
2024-10-18 05:00:00,5,4325.87,55.43,128.87,41.13,101.09,261.1,357.65,48.64
2024-10-18 06:00:00,5,3845.21,23.92,141.2,115.87,114.44,276.56,365.89,41.04
2024-10-18 07:00:00,5,1161.58,4.53,40.1,165.94,52.93,93.51,144.46,14.44
2024-10-18 08:00:00,4,761.03,2.21,22.28,175.95,36.72,72.98,117.98,10.01
2024-10-18 09:00:00,5,714.3,1.69,21.25,183.11,36.72,75.69,119.29,10.01
2024-10-18 10:00:00,5,1602.17,4.58,65.8,157.36,58.65,125.63,182.38,21.03
2024-10-18 11:00:00,5,3124.24,9.16,142.57,90.84,82.97,199.93,279.73,34.96
2024-10-18 12:00:00,5,4592.9,27.72,205.64,12.87,97.27,248.07,348.12,46.61
2024-10-18 13:00:00,5,6088.26,82.25,202.89,0.02,117.3,305.87,429.2,64.34
2024-10-18 14:00:00,5,7156.37,118.02,183.7,0.0,131.61,366.5,516.84,78.02
2024-10-18 15:00:00,5,7690.43,132.32,164.51,0.0,133.51,403.46,573.58,83.09
2024-10-18 16:00:00,5,7904.05,135.9,157.65,0.0,150.68,428.08,607.28,98.29
2024-10-18 17:00:00,5,7690.43,132.32,160.4,0.0,164.03,424.24,601.81,111.46
2024-10-18 18:00:00,5,6515.5,109.97,153.54,0.0,139.24,349.33,497.33,96.26
2024-10-18 19:00:00,5,4272.46,66.16,127.49,0.0,84.88,224.61,326.05,63.33
2024-10-18 20:00:00,5,2643.59,27.94,94.59,0.0,47.68,148.77,218.77,43.57
2024-10-18 21:00:00,5,1869.2,9.95,72.66,0.21,32.42,117.0,172.56,34.96
2024-10-18 22:00:00,5,1508.71,2.74,56.21,2.28,22.89,99.43,145.44,25.84
2024-10-18 23:00:00,5,1361.85,1.13,45.24,5.59,20.5,88.71,129.58,22.8
2024-10-19 00:00:00,5,1295.09,1.48,40.78,5.5,20.74,85.13,123.2,22.04
2024-10-19 01:00:00,5,1562.12,8.61,42.5,1.29,26.94,97.71,139.74,25.84
2024-10-19 02:00:00,5,2296.45,32.19,45.93,0.48,39.1,129.0,185.24,33.94
2024-10-19 03:00:00,5,2777.1,52.3,51.41,4.92,45.3,144.89,209.97,36.98
2024-10-19 04:00:00,5,2349.85,33.08,61.69,22.35,44.35,126.49,186.47,31.92
2024-10-19 05:00:00,5,2216.34,22.13,68.55,52.21,51.98,129.74,189.72,30.65
2024-10-19 06:00:00,5,2109.53,12.18,69.23,108.72,62.94,146.1,204.45,29.39
2024-10-19 07:00:00,4,687.6,2.1,18.16,155.93,29.56,66.36,108.34,9.75
2024-10-19 08:00:00,4,473.98,1.12,10.37,154.5,19.55,51.1,91.05,6.21
2024-10-19 09:00:00,4,460.62,1.1,11.31,151.63,19.79,47.11,86.73,5.89
2024-10-19 10:00:00,4,1081.47,4.58,42.84,113.01,35.29,67.16,115.09,13.81
2024-10-19 11:00:00,5,2216.34,11.4,95.96,55.07,56.74,106.81,170.8,24.83
2024-10-19 12:00:00,5,3417.97,33.53,138.46,7.24,75.34,148.35,228.41,34.96
2024-10-19 13:00:00,5,4859.92,79.57,149.43,0.01,103.95,209.96,310.51,54.72
2024-10-19 14:00:00,5,6195.07,114.44,157.65,0.0,139.24,293.52,417.12,80.05
2024-10-19 15:00:00,5,7049.56,123.38,167.25,0.0,162.12,354.7,495.3,99.3
2024-10-19 16:00:00,5,6782.53,99.24,168.62,0.0,143.05,345.72,487.01,99.3
2024-10-19 17:00:00,5,5714.42,71.53,141.2,0.0,99.18,293.46,421.24,82.08
2024-10-19 18:00:00,5,4272.46,54.09,105.56,0.0,59.13,219.14,319.91,58.26
2024-10-19 19:00:00,5,2616.88,33.53,76.77,0.0,30.52,138.36,205.82,35.46
2024-10-19 20:00:00,5,1695.63,16.76,59.63,0.06,22.41,99.92,150.14,25.33
2024-10-19 21:00:00,5,1308.44,6.87,48.67,0.78,21.22,85.73,128.28,21.03
2024-10-19 22:00:00,5,1188.28,2.35,41.47,3.17,22.17,83.19,122.71,19.51
