iter	RMSE
0	0.7165111869
1	0.6731594637
2	0.6496079788
3	0.6237898493
4	0.5901068067
5	0.568681535
6	0.5532041682
7	0.5321760539
8	0.5060001892
9	0.4874699573
10	0.4700590485
11	0.459290991
12	0.4484297095
13	0.425948997
14	0.4127373644
15	0.4045430322
16	0.3921771279
17	0.3815719411
18	0.3730271282
19	0.3664644156
20	0.3595561603
21	0.3440530044
22	0.3334385313
23	0.3303292066
24	0.3257066894
25	0.3128199658
26	0.302406055
27	0.295368918
28	0.2901885807
29	0.2869019006
30	0.2785332088
31	0.2747929784
32	0.2728799846
33	0.2659257567
34	0.260314876
35	0.2563379857
36	0.2509780803
37	0.242638652
38	0.2356062512
39	0.233085233
40	0.2275625826
41	0.2259827432
42	0.221584291
43	0.2150114342
44	0.2133813538
45	0.2121698945
46	0.2107318924
47	0.2087641077
48	0.2079745784
49	0.2070231417
50	0.2057877352
51	0.2002671038
52	0.1968725576
53	0.1957678206
54	0.193815848
55	0.1909561652
56	0.1873578233
57	0.1826790126
58	0.1791901649
59	0.1757548519
60	0.1725751189
61	0.1679666845
62	0.1672858643
63	0.1662170595
64	0.1657885204
65	0.1627173749
66	0.1598364446
67	0.1593519733
68	0.1569793185
69	0.1556267272
70	0.1549023429
71	0.1542872233
72	0.1526068797
73	0.1499305306
74	0.1489883671
75	0.1483675754
76	0.1446312739
77	0.1417659444
78	0.1406716516
79	0.1390375859
80	0.1386770353
81	0.1383073638
82	0.1356117382
83	0.1327223696
84	0.1315643972
85	0.1297488352
86	0.1294945334
87	0.1285098358
88	0.1278650307
89	0.1255726747
90	0.1251020138
91	0.1224462395
92	0.1219660946
93	0.121725022
94	0.1212534918
95	0.1203835182
96	0.1200090514
97	0.1184333448
98	0.1167544247
99	0.1164546841
100	0.1140714002
101	0.1132646944
102	0.1113874442
103	0.1096531078
104	0.1077959474
105	0.1057734646
106	0.1056083643
107	0.1040546532
108	0.1033563244
109	0.1027398181
110	0.1020155504
111	0.099885913
112	0.09962692926
113	0.09809643482
114	0.09658608629
115	0.09645032809
116	0.09594679174
117	0.09404213003
118	0.09305540984
119	0.09226542182
120	0.09070701603
121	0.08961329026
122	0.08793008299
123	0.08780942412
124	0.08678504301
125	0.08591348312
126	0.0854373205
127	0.08525991152
128	0.08481733833
129	0.08336707366
130	0.08208862458
131	0.0817403963
132	0.08086247984
133	0.08042934855
134	0.08011169319
135	0.07875754626
136	0.07864005478
137	0.07748338038
138	0.07729503112
139	0.07720629737
140	0.07603637844
141	0.07554023133
142	0.07545587136
143	0.07432663153
144	0.07363860042
145	0.07266317322
146	0.07258619574
147	0.07157911161
148	0.07074819261
149	0.06954856687
150	0.06947709398
151	0.06860012593
152	0.0685319036
153	0.06789675613
154	0.06684296738
155	0.06623256209
156	0.06594314464
157	0.06537315921
158	0.06459921553
159	0.06386388057
160	0.06289355299
161	0.06240152059
162	0.06209165824
163	0.06190330819
164	0.0610638332
165	0.06066996902
166	0.06033080366
167	0.05960982369
168	0.05902958199
169	0.05873460686
170	0.05846549227
171	0.05805791112
172	0.05743650493
173	0.05665675234
174	0.05578756674
175	0.05524025554
176	0.05471904743
177	0.05445587793
178	0.05403250486
179	0.05364767608
180	0.05360500734
181	0.0529032097
182	0.05213409267
183	0.05172370882
184	0.05124070579
185	0.05087679248
186	0.05082031417
187	0.05046859394
188	0.05009956082
189	0.04963669722
190	0.04899406895
191	0.04834230868
192	0.04788224986
193	0.04784161003
194	0.04780294987
195	0.04735271552
196	0.04717329878
197	0.04695139126
198	0.04658133631
199	0.04598886752
200	0.04564691907
201	0.0450891687
202	0.04453081592
203	0.04408068341
204	0.04385454745
205	0.04382101615
206	0.04354431751
207	0.04311847798
208	0.04271036158
209	0.04216736872
210	0.04197309756
211	0.04194205531
212	0.04153158939
213	0.04130837217
214	0.04127917251
215	0.04125139772
216	0.04075449827
217	0.04048653817
218	0.04046013959
219	0.04043503136
220	0.04002897167
221	0.03959257609
222	0.03911584602
223	0.03870860238
224	0.038455924
225	0.03820940114
226	0.03804974381
227	0.03779126056
228	0.0376986381
229	0.03752558214
230	0.03748153729
231	0.03728481083
232	0.03692305461
233	0.03690127576
234	0.03657221888
235	0.0365196225
236	0.0362405347
237	0.03607725673
238	0.03565081097
239	0.03549044022
240	0.03519990548
241	0.03480251797
242	0.03439718815
243	0.03435475302
244	0.0343069516
245	0.03403356876
246	0.03382100074
247	0.03378616869
248	0.03349949637
249	0.03327777623
250	0.03303723528
251	0.03277606606
252	0.03263866071
253	0.0323449562
254	0.0320206993
255	0.03188851745
256	0.03185251692
257	0.03149551293
258	0.03146797323
259	0.03119465334
260	0.0310382865
261	0.03101195044
262	0.03091045082
263	0.03064116288
264	0.0304429653
265	0.0301002392
266	0.02978987602
267	0.02965040257
268	0.02944989149
269	0.02931254997
270	0.02912028564
271	0.02883033859
272	0.02880872292
273	0.02852688292
274	0.02842623217
275	0.02824729927
276	0.02819004175
277	0.02795142464
278	0.02781779341
279	0.0277571465
280	0.02748733975
281	0.0274509339
282	0.02740118015
283	0.02720780417
284	0.02689679126
285	0.02677578784
286	0.02661757407
287	0.02660552965
288	0.026391344
289	0.02631773873
290	0.02620816737
291	0.02598060036
292	0.02583381898
293	0.02562727951
294	0.02543438997
295	0.02542273018
296	0.02525139907
297	0.02509148021
298	0.02484253268
299	0.02464684648
