order_id,items
6158376250,"Murgh Amritsari Seekh Melt, Jamaican Chicken Melt"
6157132518,"All About Chicken Pizza, Just Pepperoni Pizza"
6156375039,"Murgh Amritsari Seekh Melt, Murgh Amritsari Seekh Pide"
6157612208,"Murgh Amritsari Seekh Pide, Margherita Pizza"
6152026372,"Murgh Amritsari Seekh Pide, Just Pepperoni Pide"
6154180675,"Spinach Sumac Pide, Murgh Amritsari Seekh Pide"
6155477291,"Murgh Amritsari Seekh Pide, Murgh Amritsari Garlic Bread"
6157212330,"Margherita Pizza, Bageecha Pizza"
6157038464,"Cheesy Garlic Bread, Murgh Amritsari Seekh Pide, Just Pepperoni Pide"
6158347104,"Makhani Paneer Pizza, Just Pepperoni Pizza"
6156276794,"Masala Paneer Pide, Murgh Amritsari Seekh Pide"
6154977511,"Masala Paneer Pide, Murgh Amritsari Garlic Bread"
